gameCounter,turnCounter,optimisationTechnique,objectiveFunction,score,computationTime
36,3,ILP,ttcwscm,0.0,321
36,4,ILP,ttv,0.0,183
36,4,ILP,ttcwscm,0.0,301
36,5,ILP,ttv,24.0,185
36,5,ILP,ttcwscm,3.1,297
36,6,ILP,ttv,0.0,191
36,6,ILP,ttcwscm,0.0,303
36,7,ILP,ttv,0.0,208
36,7,ILP,ttcwscm,0.0,308
36,8,ILP,ttv,27.0,192
36,8,ILP,ttcwscm,4.075,312
36,9,ILP,ttv,17.0,191
36,9,ILP,ttcwscm,1.175,391
36,10,ILP,ttv,5.0,190
36,10,ILP,ttcwscm,0.0,298
36,11,ILP,ttv,0.0,185
36,11,ILP,ttcwscm,0.0,294
36,12,ILP,ttv,11.0,183
36,12,ILP,ttcwscm,1.1500000000000001,347
36,13,ILP,ttv,0.0,187
36,13,ILP,ttcwscm,0.0,306
36,14,ILP,ttv,0.0,189
36,14,ILP,ttcwscm,0.0,313
36,15,ILP,ttv,0.0,187
36,15,ILP,ttcwscm,3.225,300
36,16,ILP,ttv,10.0,221
36,16,ILP,ttcwscm,0.0,334
36,17,ILP,ttv,0.0,196
36,17,ILP,ttcwscm,0.0,318
36,18,ILP,ttv,36.0,197
36,18,ILP,ttcwscm,4.25,323
36,19,ILP,ttv,0.0,195
36,19,ILP,ttcwscm,0.0,312
36,20,ILP,ttv,11.0,310
36,20,ILP,ttcwscm,2.225,336
36,21,ILP,ttv,3.0,193
36,21,ILP,ttcwscm,0.0,312
36,22,ILP,ttv,0.0,197
36,22,ILP,ttcwscm,1.3250000000000002,318
36,23,ILP,ttv,9.0,193
36,23,ILP,ttcwscm,0.0,347
36,24,ILP,ttv,0.0,226
36,24,ILP,ttcwscm,1.375,311
36,25,ILP,ttv,7.0,196
36,25,ILP,ttcwscm,0.0,308
36,26,ILP,ttv,0.0,199
36,26,ILP,ttcwscm,1.35,306
36,27,ILP,ttv,42.0,923
36,27,ILP,ttcwscm,0.0,311
36,28,ILP,ttv,0.0,199
36,28,ILP,ttcwscm,1.3250000000000002,382
36,29,ILP,ttv,8.0,232
36,29,ILP,ttcwscm,0.0,329
36,30,ILP,ttv,0.0,204
36,30,ILP,ttcwscm,1.375,327
36,31,ILP,ttv,0.0,202
36,31,ILP,ttcwscm,0.0,323
36,32,ILP,ttv,22.0,258
36,32,ILP,ttcwscm,1.2750000000000001,339
36,33,ILP,ttv,0.0,199
36,33,ILP,ttcwscm,0.0,321
36,34,ILP,ttv,7.0,229
36,34,ILP,ttcwscm,1.375,333
36,35,ILP,ttv,0.0,202
36,35,ILP,ttcwscm,0.0,318
36,36,ILP,ttv,5.0,217
37,1,ILP,ttv,73.0,216
37,1,ILP,ttcwscm,3.0250000000000004,301
37,2,ILP,ttv,0.0,187
37,2,ILP,ttcwscm,0.0,290
37,3,ILP,ttv,0.0,232
37,3,ILP,ttcwscm,0.0,308
37,4,ILP,ttv,0.0,193
37,4,ILP,ttcwscm,0.0,297
37,5,ILP,ttv,0.0,185
37,5,ILP,ttcwscm,0.0,327
37,6,ILP,ttv,0.0,192
37,6,ILP,ttcwscm,0.0,312
37,7,ILP,ttv,0.0,196
37,7,ILP,ttcwscm,0.0,302
37,8,ILP,ttv,0.0,189
37,8,ILP,ttcwscm,0.0,300
37,9,ILP,ttv,0.0,187
37,9,ILP,ttcwscm,3.0250000000000004,303
37,10,ILP,ttv,0.0,239
37,10,ILP,ttcwscm,0.0,304
37,11,ILP,ttv,9.0,187
37,11,ILP,ttcwscm,1.05,329
37,12,ILP,ttv,13.999999999999998,188
37,12,ILP,ttcwscm,0.0,293
37,13,ILP,ttv,0.0,225
37,13,ILP,ttcwscm,0.0,315
37,14,ILP,ttv,0.0,188
37,14,ILP,ttcwscm,0.0,293
37,15,ILP,ttv,0.0,183
37,15,ILP,ttcwscm,0.0,293
37,16,ILP,ttv,0.0,187
37,16,ILP,ttcwscm,3.1,389
37,17,ILP,ttv,0.0,205
37,17,ILP,ttcwscm,0.0,317
37,18,ILP,ttv,9.0,191
37,18,ILP,ttcwscm,2.125,310
37,19,ILP,ttv,0.0,188
37,19,ILP,ttcwscm,0.0,310
37,20,ILP,ttv,6.0,267
37,20,ILP,ttcwscm,3.1500000000000004,323
37,21,ILP,ttv,0.0,202
37,21,ILP,ttcwscm,0.0,322
37,22,ILP,ttv,5.0,190
37,22,ILP,ttcwscm,3.1250000000000004,294
37,23,ILP,ttv,37.0,188
37,23,ILP,ttcwscm,5.1000000000000005,323
37,24,ILP,ttv,6.0,196
37,24,ILP,ttcwscm,0.0,311
37,25,ILP,ttv,0.0,278
37,25,ILP,ttcwscm,1.2750000000000004,305
37,26,ILP,ttv,33.0,195
37,26,ILP,ttcwscm,2.15,308
37,27,ILP,ttv,21.0,198
37,27,ILP,ttcwscm,0.0,365
37,28,ILP,ttv,0.0,223
37,28,ILP,ttcwscm,1.3250000000000002,323
37,29,ILP,ttv,0.0,197
37,29,ILP,ttcwscm,0.0,327
37,30,ILP,ttv,13.0,192
37,30,ILP,ttcwscm,2.275,319
37,31,ILP,ttv,0.0,196
37,31,ILP,ttcwscm,0.0,352
37,32,ILP,ttv,0.0,218
37,32,ILP,ttcwscm,2.325,320
37,33,ILP,ttv,0.0,196
37,33,ILP,ttcwscm,0.0,304
37,34,ILP,ttv,1.0,199
37,34,ILP,ttcwscm,2.325,312
37,35,ILP,ttv,16.0,220
37,35,ILP,ttcwscm,0.0,502
37,36,ILP,ttv,0.0,219
37,36,ILP,ttcwscm,0.0,376
37,37,ILP,ttv,5.0,207
37,37,ILP,ttcwscm,2.45,338
37,38,ILP,ttv,0.0,214
37,38,ILP,ttcwscm,0.0,327
37,39,ILP,ttv,11.0,300
37,39,ILP,ttcwscm,2.4000000000000004,334
38,1,ILP,ttv,0.0,182
38,1,ILP,ttcwscm,3.0,304
38,2,ILP,ttv,0.0,179
38,2,ILP,ttcwscm,0.0,313
38,3,ILP,ttv,0.0,197
38,3,ILP,ttcwscm,3.0250000000000004,338
38,4,ILP,ttv,24.0,185
38,4,ILP,ttcwscm,0.0,352
38,5,ILP,ttv,0.0,184
38,5,ILP,ttcwscm,0.0,297
38,6,ILP,ttv,0.0,180
38,6,ILP,ttcwscm,0.0,307
38,7,ILP,ttv,0.0,186
38,7,ILP,ttcwscm,1.05,289
38,8,ILP,ttv,11.0,182
38,8,ILP,ttcwscm,1.05,311
38,9,ILP,ttv,0.0,243
38,9,ILP,ttcwscm,0.0,325
38,10,ILP,ttv,0.0,186
38,10,ILP,ttcwscm,0.0,295
38,11,ILP,ttv,0.0,184
38,11,ILP,ttcwscm,0.0,292
38,12,ILP,ttv,21.0,182
38,12,ILP,ttcwscm,0.0,296
38,13,ILP,ttv,0.0,184
38,13,ILP,ttcwscm,4.075,359
38,14,ILP,ttv,45.0,219
38,14,ILP,ttcwscm,0.0,317
38,15,ILP,ttv,0.0,189
38,15,ILP,ttcwscm,0.0,319
38,16,ILP,ttv,0.0,198
38,16,ILP,ttcwscm,0.0,304
38,17,ILP,ttv,0.0,192
38,17,ILP,ttcwscm,0.0,349
38,18,ILP,ttv,26.0,187
38,18,ILP,ttcwscm,1.175,327
38,19,ILP,ttv,0.0,192
38,19,ILP,ttcwscm,0.0,292
38,20,ILP,ttv,8.0,192
38,20,ILP,ttcwscm,4.175,302
38,21,ILP,ttv,5.0,196
38,21,ILP,ttcwscm,2.225,300
38,22,ILP,ttv,5.0,191
38,22,ILP,ttcwscm,1.25,375
38,23,ILP,ttv,9.0,195
38,23,ILP,ttcwscm,0.0,302
38,24,ILP,ttv,0.0,216
38,24,ILP,ttcwscm,3.3000000000000003,309
38,25,ILP,ttv,4.0,225
38,25,ILP,ttcwscm,0.0,314
38,26,ILP,ttv,0.0,199
38,26,ILP,ttcwscm,0.0,301
38,27,ILP,ttv,0.0,194
38,27,ILP,ttcwscm,0.0,299
38,28,ILP,ttv,17.0,195
38,28,ILP,ttcwscm,3.25,302
38,29,ILP,ttv,19.0,258
38,29,ILP,ttcwscm,4.275,337
38,30,ILP,ttv,0.0,206
38,30,ILP,ttcwscm,0.0,317
38,31,ILP,ttv,0.0,229
38,31,ILP,ttcwscm,1.375,336
38,32,ILP,ttv,15.0,213
38,32,ILP,ttcwscm,0.0,327
38,33,ILP,ttv,0.0,209
38,33,ILP,ttcwscm,0.0,359
38,34,ILP,ttv,4.0,245
38,34,ILP,ttcwscm,1.35,334
38,35,ILP,ttv,10.0,243
38,35,ILP,ttcwscm,0.0,345
38,36,ILP,ttv,0.0,215
38,36,ILP,ttcwscm,3.475,334
39,1,ILP,ttv,0.0,192
39,1,ILP,ttcwscm,3.0,310
39,2,ILP,ttv,0.0,215
39,2,ILP,ttcwscm,0.0,316
39,3,ILP,ttv,0.0,182
39,3,ILP,ttcwscm,0.0,294
39,4,ILP,ttv,15.0,206
39,4,ILP,ttcwscm,0.0,304
39,5,ILP,ttv,0.0,186
39,5,ILP,ttcwscm,3.0500000000000003,324
39,6,ILP,ttv,0.0,181
39,6,ILP,ttcwscm,0.0,314
39,7,ILP,ttv,0.0,198
39,7,ILP,ttcwscm,0.0,304
39,8,ILP,ttv,24.0,187
39,8,ILP,ttcwscm,1.075,293
39,9,ILP,ttv,13.0,188
39,9,ILP,ttcwscm,0.0,326
39,10,ILP,ttv,0.0,193
39,10,ILP,ttcwscm,0.0,292
39,11,ILP,ttv,33.0,183
39,11,ILP,ttcwscm,3.1500000000000004,295
39,12,ILP,ttv,0.0,182
39,12,ILP,ttcwscm,0.0,295
39,13,ILP,ttv,39.0,184
39,13,ILP,ttcwscm,0.0,309
39,14,ILP,ttv,0.0,252
39,14,ILP,ttcwscm,1.175,305
39,15,ILP,ttv,8.0,185
39,15,ILP,ttcwscm,0.0,329
39,16,ILP,ttv,0.0,184
39,16,ILP,ttcwscm,1.2000000000000002,296
39,17,ILP,ttv,25.0,185
39,17,ILP,ttcwscm,2.225,336
39,18,ILP,ttv,0.0,189
39,18,ILP,ttcwscm,0.0,296
39,19,ILP,ttv,2.0,210
39,19,ILP,ttcwscm,0.0,307
39,20,ILP,ttv,0.0,202
39,20,ILP,ttcwscm,2.25,301
39,21,ILP,ttv,0.0,242
39,21,ILP,ttcwscm,0.0,306
39,22,ILP,ttv,0.0,189
39,22,ILP,ttcwscm,3.3000000000000003,461
39,23,ILP,ttv,3.0,401
39,23,ILP,ttcwscm,0.0,312
39,24,ILP,ttv,0.0,195
39,24,ILP,ttcwscm,1.2750000000000001,391
39,25,ILP,ttv,8.0,202
39,25,ILP,ttcwscm,1.3,337
39,26,ILP,ttv,0.0,207
39,26,ILP,ttcwscm,0.0,316
39,27,ILP,ttv,19.0,198
39,27,ILP,ttcwscm,1.3,322
39,28,ILP,ttv,0.0,222
39,28,ILP,ttcwscm,0.0,339
39,29,ILP,ttv,0.0,193
39,29,ILP,ttcwscm,0.0,317
39,30,ILP,ttv,7.0,201
39,30,ILP,ttcwscm,1.2750000000000001,334
39,31,ILP,ttv,0.0,198
39,31,ILP,ttcwscm,0.0,321
39,32,ILP,ttv,23.0,203
39,32,ILP,ttcwscm,2.35,333
39,33,ILP,ttv,0.0,204
39,33,ILP,ttcwscm,0.0,331
39,34,ILP,ttv,22.0,285
39,34,ILP,ttcwscm,2.4000000000000004,331
39,35,ILP,ttv,0.0,200
39,35,ILP,ttcwscm,0.0,325
39,36,ILP,ttv,5.0,204
39,36,ILP,ttcwscm,2.4000000000000004,327
39,37,ILP,ttv,0.0,238
39,37,ILP,ttcwscm,0.0,339
39,38,ILP,ttv,8.0,201
39,38,ILP,ttcwscm,1.425,313
39,39,ILP,ttv,0.0,206
39,39,ILP,ttcwscm,0.0,361
39,40,ILP,ttv,0.0,206
39,40,ILP,ttcwscm,4.45,333
39,41,ILP,ttv,0.0,207
39,41,ILP,ttcwscm,0.0,314
39,42,ILP,ttv,8.0,244
39,42,ILP,ttcwscm,2.325,345
39,43,ILP,ttv,31.0,226
39,43,ILP,ttcwscm,1.4000000000000001,346
40,1,ILP,ttv,30.0,182
40,1,ILP,ttcwscm,3.0250000000000004,293
40,2,ILP,ttv,13.0,182
40,2,ILP,ttcwscm,0.0,285
40,3,ILP,ttv,0.0,185
40,3,ILP,ttcwscm,0.0,370
40,4,ILP,ttv,0.0,184
40,4,ILP,ttcwscm,0.0,290
40,5,ILP,ttv,0.0,183
40,5,ILP,ttcwscm,0.0,318
40,6,ILP,ttv,0.0,186
40,6,ILP,ttcwscm,0.0,289
40,7,ILP,ttv,0.0,181
40,7,ILP,ttcwscm,0.0,312
40,8,ILP,ttv,0.0,194
40,8,ILP,ttcwscm,3.0500000000000003,291
40,9,ILP,ttv,2.0,185
40,9,ILP,ttcwscm,1.05,298
40,10,ILP,ttv,2.0,188
40,10,ILP,ttcwscm,1.075,296
40,11,ILP,ttv,0.0,188
40,11,ILP,ttcwscm,0.0,296
40,12,ILP,ttv,0.0,192
40,12,ILP,ttcwscm,0.0,383
40,13,ILP,ttv,0.0,183
40,13,ILP,ttcwscm,0.0,295
40,14,ILP,ttv,0.0,186
40,14,ILP,ttcwscm,0.0,290
40,15,ILP,ttv,0.0,189
40,15,ILP,ttcwscm,4.1000000000000005,296
40,16,ILP,ttv,7.0,189
40,16,ILP,ttcwscm,0.0,301
40,17,ILP,ttv,0.0,193
40,17,ILP,ttcwscm,0.0,303
40,18,ILP,ttv,9.0,196
40,18,ILP,ttcwscm,3.125,380
40,19,ILP,ttv,0.0,192
40,19,ILP,ttcwscm,0.0,297
40,20,ILP,ttv,15.0,188
40,20,ILP,ttcwscm,3.2,301
40,21,ILP,ttv,0.0,187
40,21,ILP,ttcwscm,0.0,295
40,22,ILP,ttv,0.0,188
40,22,ILP,ttcwscm,2.125,298
40,23,ILP,ttv,6.0,187
40,23,ILP,ttcwscm,1.225,371
40,24,ILP,ttv,0.0,186
40,24,ILP,ttcwscm,0.0,303
40,25,ILP,ttv,36.0,187
40,25,ILP,ttcwscm,3.2,301
40,26,ILP,ttv,33.0,187
40,26,ILP,ttcwscm,2.275,300
40,27,ILP,ttv,15.999999999999996,192
40,27,ILP,ttcwscm,0.0,347
40,28,ILP,ttv,0.0,188
40,28,ILP,ttcwscm,0.0,296
40,29,ILP,ttv,0.0,189
40,29,ILP,ttcwscm,3.2750000000000004,350
40,30,ILP,ttv,52.0,192
40,30,ILP,ttcwscm,1.375,305
40,31,ILP,ttv,0.0,192
40,31,ILP,ttcwscm,0.0,306
40,32,ILP,ttv,6.0,200
40,32,ILP,ttcwscm,1.425,308
40,33,ILP,ttv,1.0,195
40,33,ILP,ttcwscm,0.0,324
40,34,ILP,ttv,0.0,246
40,34,ILP,ttcwscm,1.4000000000000001,343
40,35,ILP,ttv,13.0,198
40,35,ILP,ttcwscm,0.0,311
40,36,ILP,ttv,0.0,195
40,36,ILP,ttcwscm,0.0,309
40,37,ILP,ttv,7.0,202
40,37,ILP,ttcwscm,1.4000000000000001,366
40,38,ILP,ttv,0.0,215
40,38,ILP,ttcwscm,0.0,315
40,39,ILP,ttv,10.0,198
40,39,ILP,ttcwscm,3.325,313
41,1,ILP,ttv,56.0,196
41,1,ILP,ttvwscm,67.0,309
41,2,ILP,ttv,0.0,186
41,2,ILP,ttvwscm,0.0,291
41,3,ILP,ttv,0.0,203
41,3,ILP,ttvwscm,0.0,299
41,4,ILP,ttv,0.0,190
41,4,ILP,ttvwscm,0.0,307
41,5,ILP,ttv,0.0,186
41,5,ILP,ttvwscm,0.0,304
41,6,ILP,ttv,9.0,199
41,6,ILP,ttvwscm,18.025000000000002,301
41,7,ILP,ttv,7.0,189
41,7,ILP,ttvwscm,0.0,302
41,8,ILP,ttv,0.0,194
41,8,ILP,ttvwscm,6.050000000000001,302
41,9,ILP,ttv,5.0,190
41,9,ILP,ttvwscm,0.0,300
41,10,ILP,ttv,0.0,198
41,10,ILP,ttvwscm,0.0,413
41,11,ILP,ttv,12.0,201
41,11,ILP,ttvwscm,0.0,327
41,12,ILP,ttv,0.0,189
41,12,ILP,ttvwscm,0.0,299
41,13,ILP,ttv,0.0,192
41,13,ILP,ttvwscm,0.0,296
41,14,ILP,ttv,0.0,191
41,14,ILP,ttvwscm,20.1,296
41,15,ILP,ttv,26.0,183
41,15,ILP,ttvwscm,17.125,291
41,16,ILP,ttv,7.0,205
41,16,ILP,ttvwscm,11.15,389
41,17,ILP,ttv,5.0,197
41,17,ILP,ttvwscm,0.0,304
41,18,ILP,ttv,0.0,213
41,18,ILP,ttvwscm,8.1,300
41,19,ILP,ttv,34.0,191
41,19,ILP,ttvwscm,13.225000000000001,317
41,20,ILP,ttv,0.0,190
41,20,ILP,ttvwscm,0.0,303
41,21,ILP,ttv,20.0,194
41,21,ILP,ttvwscm,12.225000000000001,301
41,22,ILP,ttv,0.0,191
41,22,ILP,ttvwscm,0.0,306
41,23,ILP,ttv,6.0,196
41,23,ILP,ttvwscm,6.2,319
41,24,ILP,ttv,0.0,266
41,24,ILP,ttvwscm,0.0,327
41,25,ILP,ttv,11.0,196
41,25,ILP,ttvwscm,0.0,299
41,26,ILP,ttv,0.0,193
41,26,ILP,ttvwscm,9.2,299
41,27,ILP,ttv,3.0,198
41,27,ILP,ttvwscm,0.0,305
41,28,ILP,ttv,0.0,197
41,28,ILP,ttvwscm,13.3,304
41,29,ILP,ttv,22.0,211
41,29,ILP,ttvwscm,9.175,323
41,30,ILP,ttv,0.0,203
41,30,ILP,ttvwscm,0.0,402
41,31,ILP,ttv,0.0,199
41,31,ILP,ttvwscm,3.35,323
41,32,ILP,ttv,0.0,200
41,32,ILP,ttvwscm,0.0,304
41,33,ILP,ttv,3.0,201
41,33,ILP,ttvwscm,2.35,394
41,34,ILP,ttv,0.0,205
41,34,ILP,ttvwscm,0.0,333
41,35,ILP,ttv,46.00000000000001,2037
41,35,ILP,ttvwscm,4.4,354
41,36,ILP,ttv,0.0,207
41,36,ILP,ttvwscm,0.0,330
41,37,ILP,ttv,0.0,198
41,37,ILP,ttvwscm,1.4000000000000001,312
41,38,ILP,ttv,10.0,194
41,38,ILP,ttvwscm,0.0,315
41,39,ILP,ttv,0.0,206
41,39,ILP,ttvwscm,33.125,335
41,40,ILP,ttv,13.000000000000002,209
41,40,ILP,ttvwscm,0.0,333
41,41,ILP,ttv,0.0,211
41,41,ILP,ttvwscm,18.325,335
42,1,ILP,ttv,0.0,187
42,1,ILP,ttvwscm,24.0,311
42,2,ILP,ttv,8.0,189
42,2,ILP,ttvwscm,19.0,302
42,3,ILP,ttv,11.0,184
42,3,ILP,ttvwscm,12.025,295
42,4,ILP,ttv,24.0,192
42,4,ILP,ttvwscm,0.0,438
42,5,ILP,ttv,0.0,215
42,5,ILP,ttvwscm,0.0,334
42,6,ILP,ttv,15.0,190
42,6,ILP,ttvwscm,22.075000000000003,307
42,7,ILP,ttv,0.0,186
42,7,ILP,ttvwscm,0.0,308
42,8,ILP,ttv,11.0,186
42,8,ILP,ttvwscm,0.0,344
42,9,ILP,ttv,0.0,241
42,9,ILP,ttvwscm,0.0,311
42,10,ILP,ttv,0.0,189
42,10,ILP,ttvwscm,3.125,304
42,11,ILP,ttv,0.0,190
42,11,ILP,ttvwscm,0.0,303
42,12,ILP,ttv,0.0,191
42,12,ILP,ttvwscm,1.125,304
42,13,ILP,ttv,32.0,192
42,13,ILP,ttvwscm,4.175,311
42,14,ILP,ttv,0.0,274
42,14,ILP,ttvwscm,0.0,349
42,15,ILP,ttv,0.0,191
42,15,ILP,ttvwscm,22.175,307
42,16,ILP,ttv,0.0,186
42,16,ILP,ttvwscm,0.0,298
42,17,ILP,ttv,0.0,191
42,17,ILP,ttvwscm,9.200000000000001,307
42,18,ILP,ttv,31.0,188
42,18,ILP,ttvwscm,0.0,345
42,19,ILP,ttv,0.0,239
42,19,ILP,ttvwscm,8.225,314
42,20,ILP,ttv,0.0,191
42,20,ILP,ttvwscm,0.0,312
42,21,ILP,ttv,2.0,191
42,21,ILP,ttvwscm,12.250000000000002,325
42,22,ILP,ttv,0.0,216
42,22,ILP,ttvwscm,0.0,302
42,23,ILP,ttv,11.0,192
42,23,ILP,ttvwscm,9.25,334
42,24,ILP,ttv,10.0,187
42,24,ILP,ttvwscm,0.0,311
42,25,ILP,ttv,0.0,191
42,25,ILP,ttvwscm,0.0,302
42,26,ILP,ttv,12.0,190
42,26,ILP,ttvwscm,7.275,360
42,27,ILP,ttv,4.0,354
42,27,ILP,ttvwscm,0.0,536
42,28,ILP,ttv,0.0,389
42,28,ILP,ttvwscm,0.0,536
42,29,ILP,ttv,0.0,313
42,29,ILP,ttvwscm,15.350000000000001,311
42,30,ILP,ttv,8.0,268
42,30,ILP,ttvwscm,6.375,510
42,31,ILP,ttv,6.0,384
42,31,ILP,ttvwscm,6.3500000000000005,333
42,32,ILP,ttv,0.0,214
42,32,ILP,ttvwscm,0.0,321
42,33,ILP,ttv,46.00000000000001,849
43,1,ILP,ttv,24.0,190
43,1,ILP,ttvwscm,51.050000000000004,293
43,2,ILP,ttv,0.0,199
43,2,ILP,ttvwscm,0.0,308
43,3,ILP,ttv,0.0,193
43,3,ILP,ttvwscm,0.0,314
43,4,ILP,ttv,36.0,259
43,4,ILP,ttvwscm,10.100000000000001,330
43,5,ILP,ttv,0.0,195
43,5,ILP,ttvwscm,0.0,294
43,6,ILP,ttv,0.0,188
43,6,ILP,ttvwscm,0.0,300
43,7,ILP,ttv,11.0,186
43,7,ILP,ttvwscm,20.1,313
43,8,ILP,ttv,0.0,297
43,8,ILP,ttvwscm,0.0,326
43,9,ILP,ttv,0.0,185
43,9,ILP,ttvwscm,0.0,311
43,10,ILP,ttv,6.0,188
43,10,ILP,ttvwscm,4.125,303
43,11,ILP,ttv,0.0,183
43,11,ILP,ttvwscm,0.0,361
43,12,ILP,ttv,7.0,186
43,12,ILP,ttvwscm,14.125,352
43,13,ILP,ttv,7.0,187
43,13,ILP,ttvwscm,0.0,303
43,14,ILP,ttv,0.0,198
43,14,ILP,ttvwscm,0.0,306
43,15,ILP,ttv,0.0,200
43,15,ILP,ttvwscm,0.0,304
43,16,ILP,ttv,39.0,191
43,16,ILP,ttvwscm,10.175,375
43,17,ILP,ttv,0.0,217
43,17,ILP,ttvwscm,0.0,310
43,18,ILP,ttv,41.0,200
43,18,ILP,ttvwscm,51.175000000000004,327
43,19,ILP,ttv,6.0,230
43,19,ILP,ttvwscm,5.15,327
43,20,ILP,ttv,5.0,185
43,20,ILP,ttvwscm,0.0,358
43,21,ILP,ttv,0.0,184
43,21,ILP,ttvwscm,0.0,303
43,22,ILP,ttv,0.0,188
43,22,ILP,ttvwscm,9.25,318
43,23,ILP,ttv,16.0,201
43,23,ILP,ttvwscm,0.0,321
43,24,ILP,ttv,0.0,189
43,24,ILP,ttvwscm,7.275,381
43,25,ILP,ttv,4.0,198
43,25,ILP,ttvwscm,0.0,306
43,26,ILP,ttv,0.0,187
43,26,ILP,ttvwscm,8.275,298
43,27,ILP,ttv,6.0,192
43,27,ILP,ttvwscm,0.0,303
43,28,ILP,ttv,0.0,186
43,28,ILP,ttvwscm,3.2750000000000004,378
43,29,ILP,ttv,0.0,212
43,29,ILP,ttvwscm,0.0,307
43,30,ILP,ttv,6.0,186
43,30,ILP,ttvwscm,3.325,314
43,31,ILP,ttv,1.0,192
43,31,ILP,ttvwscm,0.0,299
43,32,ILP,ttv,0.0,230
43,32,ILP,ttvwscm,17.3,313
43,33,ILP,ttv,12.0,198
43,33,ILP,ttvwscm,0.0,318
43,34,ILP,ttv,0.0,249
43,34,ILP,ttvwscm,10.350000000000001,339
43,35,ILP,ttv,11.0,195
43,35,ILP,ttvwscm,0.0,307
43,36,ILP,ttv,0.0,201
43,36,ILP,ttvwscm,6.4,351
44,1,ILP,ttv,12.0,195
44,1,ILP,ttvwscm,0.0,291
44,2,ILP,ttv,0.0,201
44,2,ILP,ttvwscm,0.0,316
44,3,ILP,ttv,15.0,208
44,3,ILP,ttvwscm,11.025000000000002,300
44,4,ILP,ttv,0.0,192
44,4,ILP,ttvwscm,0.0,293
44,5,ILP,ttv,10.0,186
44,5,ILP,ttvwscm,0.0,293
44,6,ILP,ttv,0.0,208
44,6,ILP,ttvwscm,39.1,344
44,7,ILP,ttv,0.0,186
44,7,ILP,ttvwscm,0.0,295
44,8,ILP,ttv,0.0,226
44,8,ILP,ttvwscm,0.0,299
44,9,ILP,ttv,0.0,226
44,9,ILP,ttvwscm,68.125,303
44,10,ILP,ttv,0.0,184
44,10,ILP,ttvwscm,0.0,337
44,11,ILP,ttv,27.0,190
44,11,ILP,ttvwscm,7.125,308
44,12,ILP,ttv,6.0,190
44,12,ILP,ttvwscm,0.0,319
44,13,ILP,ttv,0.0,193
44,13,ILP,ttvwscm,19.125,299
44,14,ILP,ttv,0.0,188
44,14,ILP,ttvwscm,0.0,308
44,15,ILP,ttv,0.0,244
44,15,ILP,ttvwscm,0.0,332
44,16,ILP,ttv,36.0,189
44,16,ILP,ttvwscm,24.150000000000002,313
44,17,ILP,ttv,0.0,189
44,17,ILP,ttvwscm,0.0,298
44,18,ILP,ttv,6.0,192
44,18,ILP,ttvwscm,0.0,306
44,19,ILP,ttv,0.0,191
44,19,ILP,ttvwscm,0.0,361
44,20,ILP,ttv,9.0,199
44,20,ILP,ttvwscm,12.225000000000001,312
44,21,ILP,ttv,0.0,221
44,21,ILP,ttvwscm,0.0,316
44,22,ILP,ttv,5.0,194
44,22,ILP,ttvwscm,13.225000000000001,304
44,23,ILP,ttv,13.0,191
44,23,ILP,ttvwscm,0.0,299
44,24,ILP,ttv,0.0,192
44,24,ILP,ttvwscm,0.0,363
44,25,ILP,ttv,4.0,190
44,25,ILP,ttvwscm,11.225000000000001,302
44,26,ILP,ttv,0.0,240
44,26,ILP,ttvwscm,0.0,313
44,27,ILP,ttv,3.0,196
44,27,ILP,ttvwscm,9.25,308
44,28,ILP,ttv,0.0,210
44,28,ILP,ttvwscm,0.0,322
44,29,ILP,ttv,30.0,195
44,29,ILP,ttvwscm,0.0,370
44,30,ILP,ttv,0.0,193
44,30,ILP,ttvwscm,8.35,304
44,31,ILP,ttv,0.0,207
44,31,ILP,ttvwscm,0.0,326
44,32,ILP,ttv,49.0,651
44,32,ILP,ttvwscm,16.275000000000002,337
44,33,ILP,ttv,8.0,202
45,1,ILP,ttv,64.0,223
45,1,ILP,ttvwscm,54.0,307
45,2,ILP,ttv,0.0,184
45,2,ILP,ttvwscm,0.0,305
45,3,ILP,ttv,0.0,183
45,3,ILP,ttvwscm,0.0,292
45,4,ILP,ttv,24.0,185
45,4,ILP,ttvwscm,6.025,297
45,5,ILP,ttv,0.0,182
45,5,ILP,ttvwscm,0.0,296
45,6,ILP,ttv,6.0,193
45,6,ILP,ttvwscm,0.0,303
45,7,ILP,ttv,0.0,189
45,7,ILP,ttvwscm,21.025000000000002,309
45,8,ILP,ttv,8.0,189
45,8,ILP,ttvwscm,0.0,308
45,9,ILP,ttv,0.0,186
45,9,ILP,ttvwscm,16.05,304
45,10,ILP,ttv,4.0,189
45,10,ILP,ttvwscm,11.05,311
45,11,ILP,ttv,7.0,195
45,11,ILP,ttvwscm,0.0,311
45,12,ILP,ttv,0.0,195
45,12,ILP,ttvwscm,0.0,401
45,13,ILP,ttv,15.0,228
45,13,ILP,ttvwscm,0.0,312
45,14,ILP,ttv,0.0,188
45,14,ILP,ttvwscm,0.0,296
45,15,ILP,ttv,0.0,184
45,15,ILP,ttvwscm,12.15,299
45,16,ILP,ttv,7.0,192
45,16,ILP,ttvwscm,0.0,295
45,17,ILP,ttv,0.0,191
45,17,ILP,ttvwscm,0.0,367
45,18,ILP,ttv,0.0,192
45,18,ILP,ttvwscm,6.1000000000000005,299
45,19,ILP,ttv,6.0,190
45,19,ILP,ttvwscm,0.0,301
