gameID,optimisationTechnique,objectiveFunction,score,computationTime
1,Greedy,ttc,7.0,304
1,Greedy,ttv,68.0,14666
1,Greedy,ttc,4.0,13278
1,Greedy,ttv,6.0,625
1,Greedy,ttc,0.0,716
1,Greedy,ttv,0.0,550
1,Greedy,ttc,0.0,583
1,Greedy,ttv,0.0,570
1,Greedy,ttc,0.0,1635
1,Greedy,ttv,5.0,7636
1,Greedy,ttc,0.0,28219
1,Greedy,ttv,0.0,7479
1,Greedy,ttc,0.0,28887
1,Greedy,ttv,0.0,8570
1,Greedy,ttc,1.0,50263
1,Greedy,ttv,0.0,1432
1,Greedy,ttc,0.0,1195
1,Greedy,ttv,36.0,60011
1,Greedy,ttc,0.0,2139
1,Greedy,ttv,0.0,1173
1,Greedy,ttc,0.0,1365
1,Greedy,ttv,0.0,1188
1,Greedy,ttc,3.0,2726
1,Greedy,ttv,16.0,3717
1,Greedy,ttc,0.0,4405
1,Greedy,ttv,0.0,3773
1,Greedy,ttc,0.0,4501
1,Greedy,ttv,0.0,3864
1,Greedy,ttc,3.0,8170
1,Greedy,ttv,12.0,506
1,Greedy,ttc,0.0,1
1,Greedy,ttv,6.0,3
1,Greedy,ttc,0.0,5
1,Greedy,ttv,0.0,3
1,Greedy,ttc,3.0,71
1,Greedy,ttv,6.0,2169
1,Greedy,ttc,0.0,2531
1,Greedy,ttv,0.0,2130
1,Greedy,ttc,0.0,2453
1,Greedy,ttv,4.0,30785
1,Greedy,ttc,0.0,60003
1,Greedy,ttv,0.0,30881
1,Greedy,ttc,0.0,60003
1,Greedy,ttv,10.0,60003
1,Greedy,ttc,2.0,60005
1,Greedy,ttv,0.0,32998
1,Greedy,ttc,0.0,60004
1,Greedy,ttv,8.0,60003
1,Greedy,ttc,0.0,60002
1,Greedy,ttv,0.0,60002
1,Greedy,ttc,1.0,60002
1,Greedy,ttv,12.0,60001
1,Greedy,ttc,0.0,60001
1,Greedy,ttv,0.0,60001
1,Greedy,ttc,0.0,60001
1,Greedy,ttv,0.0,60001
1,Greedy,ttc,2.0,60003
1,Greedy,ttv,10.0,60002
1,Greedy,ttc,1.0,60001
1,Greedy,ttv,11.0,60002
1,Greedy,ttc,2.0,60002
1,Greedy,ttv,11.0,60002
1,Greedy,ttc,0.0,60001
1,Greedy,ttv,0.0,60001
1,Greedy,ttc,0.0,60001
1,Greedy,ttv,20.0,60015
1,Greedy,ttc,2.0,60001
1,Greedy,ttv,0.0,6864
1,Greedy,ttc,0.0,8669
1,Greedy,ttv,3.0,60004
1,Greedy,ttc,3.0,60037
1,Greedy,ttv,12.0,551
2,Greedy,ttc,6.0,4
2,Greedy,ttcwscm,8.025,485
2,Greedy,ttc,2.0,1617
2,Greedy,ttcwscm,0.0,11
2,Greedy,ttc,0.0,17
2,Greedy,ttcwscm,0.0,12
2,Greedy,ttc,1.0,118
2,Greedy,ttcwscm,1.0499999999999998,370
2,Greedy,ttc,0.0,0
2,Greedy,ttcwscm,0.0,0
2,Greedy,ttc,3.0,1
2,Greedy,ttcwscm,0.0,0
2,Greedy,ttc,0.0,1
2,Greedy,ttcwscm,0.0,1
2,Greedy,ttc,0.0,0
2,Greedy,ttcwscm,0.0,1
2,Greedy,ttc,1.0,3
2,Greedy,ttcwscm,2.1499999999999995,3
2,Greedy,ttc,0.0,1
2,Greedy,ttcwscm,0.0,1
2,Greedy,ttc,0.0,0
2,Greedy,ttcwscm,0.0,0
2,Greedy,ttc,0.0,1
2,Greedy,ttcwscm,0.0,1
2,Greedy,ttc,0.0,1
2,Greedy,ttcwscm,0.0,0
2,Greedy,ttc,0.0,0
2,Greedy,ttcwscm,0.0,1
2,Greedy,ttc,1.0,2
2,Greedy,ttcwscm,2.1749999999999994,5
2,Greedy,ttc,0.0,1
2,Greedy,ttcwscm,0.0,1
2,Greedy,ttc,0.0,0
2,Greedy,ttcwscm,0.0,0
2,Greedy,ttc,3.0,5
2,Greedy,ttcwscm,6.225000000000003,8
2,Greedy,ttc,1.0,2
2,Greedy,ttcwscm,0.0,2
2,Greedy,ttc,0.0,1
2,Greedy,ttcwscm,1.274999999999999,132
2,Greedy,ttc,3.0,60023
2,Greedy,ttcwscm,3.299999999999999,60020
2,Greedy,ttc,0.0,84
2,Greedy,ttcwscm,0.0,76
2,Greedy,ttc,2.0,109
2,Greedy,ttcwscm,0.0,2
2,Greedy,ttc,0.0,3
2,Greedy,ttcwscm,1.349999999999999,89
2,Greedy,ttc,0.0,37
2,Greedy,ttcwscm,0.0,84
2,Greedy,ttc,3.0,3790
2,Greedy,ttcwscm,3.3999999999999986,185
2,Greedy,ttc,0.0,45
2,Greedy,ttcwscm,0.0,126
2,Greedy,ttc,0.0,46
2,Greedy,ttcwscm,0.0,146
2,Greedy,ttc,0.0,28
2,Greedy,ttcwscm,2.3999999999999986,826
2,Greedy,ttc,2.0,3
2,Greedy,ttcwscm,1.4499999999999986,8
2,Greedy,ttc,0.0,12
2,Greedy,ttcwscm,0.0,7
2,Greedy,ttc,0.0,12
