gameID,winners
119,Greedy-ttcwscm
120,ILP-ttcwscm
121,ILP-ttvwscm
122,ILP-ttvwscm
123,Greedy-ttcwscm
124,Greedy-ttcwscm
125,Greedy-ttcwscm
126,ILP-ttvwscm
127,ILP-ttvwscm
128,ILP-ttvwscm
129,ILP-ttvwscm
130,ILP-ttvwscm
131,AlphaBeta-ttc
132,AlphaBeta-ttc
133,AlphaBeta-ttc
134,AlphaBeta-ttc
135,AlphaBeta-ttc
136,AlphaBeta-ttcwscm
137,AlphaBeta-ttc
138,AlphaBeta-ttcwscm
139,AlphaBeta-ttc
140,AlphaBeta-ttcwscm
141,AlphaBeta-ttc
142,AlphaBeta-ttvwscm
143,AlphaBeta-ttc
144,AlphaBeta-ttvwscm
145,AlphaBeta-ttc
146,AlphaBeta-ttcwscm
147,AlphaBeta-ttcwscm
148,AlphaBeta-ttcwscm
149,AlphaBeta-ttv
150,AlphaBeta-ttv
151,AlphaBeta-ttvwscm
152,AlphaBeta-ttv
153,AlphaBeta-ttv
154,AlphaBeta-ttvwscm
155,AlphaBeta-ttv
156,AlphaBeta-ttvwscm
157,AlphaBeta-ttcwscm
158,AlphaBeta-ttcwscm
159,AlphaBeta-ttvwscm
160,AlphaBeta-ttcwscm
161,ILP-ttc
162,ILP-ttc
163,ILP-ttc
164,ILP-ttc
165,ILP-ttc
166,ILP-ttv
167,ILP-ttv
168,ILP-ttv
169,ILP-ttv
170,ILP-ttv
171,ILP-ttcwscm
172,ILP-ttcwscm
173,ILP-ttcwscm
174,ILP-ttcwscm
175,ILP-ttcwscm
176,ILP-ttvwscm
177,ILP-ttvwscm
178,ILP-ttvwscm
179,ILP-ttvwscm
180,ILP-ttvwscm
181,ILP-ttv
182,ILP-ttv
183,ILP-ttv
184,AlphaBeta-ttv
185,ILP-ttv
186,ILP-ttcwscm
187,ILP-ttcwscm
188,ILP-ttcwscm
189,ILP-ttcwscm
190,ILP-ttcwscm
191,ILP-ttvwscm
192,ILP-ttvwscm
193,ILP-ttvwscm
194,ILP-ttvwscm
195,ILP-ttvwscm
196,ILP-ttcwscm
197,ILP-ttcwscm
198,ILP-ttcwscm
199,ILP-ttcwscm
200,ILP-ttcwscm
201,ILP-ttvwscm
202,ILP-ttvwscm
203,ILP-ttvwscm
204,ILP-ttvwscm
205,ILP-ttvwscm
206,ILP-ttvwscm
207,ILP-ttvwscm
208,ILP-ttvwscm
209,AlphaBeta-ttvwscm
210,ILP-ttvwscm
211,ILP-ttv
212,ILP-ttc
213,ILP-ttc
214,ILP-ttc
215,ILP-ttv
216,ILP-ttc
217,ILP-ttc
218,ILP-ttcwscm
219,ILP-ttcwscm
220,ILP-ttc
221,ILP-ttvwscm
222,ILP-ttvwscm
223,ILP-ttvwscm
224,ILP-ttvwscm
225,ILP-ttvwscm
226,ILP-ttcwscm
227,ILP-ttcwscm
228,ILP-ttcwscm
229,ILP-ttv
230,ILP-ttcwscm
231,ILP-ttv
232,ILP-ttvwscm
233,ILP-ttv
234,ILP-ttvwscm
235,ILP-ttvwscm
236,ILP-ttcwscm
237,ILP-ttvwscm
238,ILP-ttcwscm
239,ILP-ttcwscm
240,ILP-ttcwscm
